10000 200000
2 4877 8243
2 1437 8451
2 8165 2858
2 4607 4019
1 1120 4027
1 3678 8558
1 9085 3491
1 1005 1347
1 1853 5764
1 5842 531
2 2032 5264
1 3751 7423
1 234 7595
1 1983 2434
1 8548 5748
1 2008 4388
2 5312 2692
2 5667 8594
1 4692 6853
2 3108 5422
2 5909 4980
2 7391 8570
1 9188 6466
2 8562 354
1 5793 3537
1 2709 3322
1 2770 9968
1 310 6116
1 7070 533
1 730 9842
2 9316 3366
1 5968 9836
2 8976 8536
1 9929 4040
1 2728 8831
2 5000 961
1 8708 7820
2 9972 1246
2 1514 3912
1 104 153
1 355 1618
1 3694 3291
1 5807 2463
1 1364 5220
2 5820 6058
1 6344 5592
1 1471 953
1 9420 1250
1 4849 2618
2 3272 1142
2 9751 9570
1 9768 2649
1 5741 6906
1 2164 7180
2 7550 5482
2 4499 2699
1 6849 6954
1 1364 936
1 5235 7831
2 3256 8063
2 457 5586
2 5113 7018
1 5210 2697
2 6281 5987
1 6615 1019
1 7436 2865
1 5000 756
1 2586 9962
2 8823 3923
1 7286 1790
1 8562 8758
1 4423 7107
2 6760 5981
2 4573 8215
1 2737 3540
2 7035 8493
1 1441 7343
2 2726 1611
2 9326 6284
2 7602 918
1 9048 5578
2 8045 5124
1 2936 1169
2 2894 557
2 1004 6565
1 8279 2171
1 348 1940
2 4944 6599
1 8455 1728
2 5602 325
2 3460 3453
2 8102 7820
2 8723 1462
2 501 3255
2 3203 5549
2 8560 4303
1 1159 5518
1 6829 2123
2 3432 9463
1 5653 600
2 2520 2536
1 4393 549
1 7105 2401
1 6490 7334
2 3232 6319
2 6860 7009
2 906 9030
1 3875 1286
1 5360 7590
1 6732 6678
2 4620 1904
1 3720 5592
2 3183 5181
1 5997 7593
1 8972 1415
1 3815 1622
2 3101 979
2 4301 10000
1 4483 6955
2 2447 1680
2 3132 6572
1 6029 9601
1 5396 714
1 9603 4043
2 9934 9122
1 6614 2777
1 3507 8718
2 5643 1517
2 3897 3585
1 547 1728
2 9591 7338
2 7272 4972
1 4459 170
1 4511 6509
2 5146 6170
2 301 5660
2 5078 8797
2 6622 4118
2 8588 4356
1 8070 2024
1 4299 152
2 7864 7321
2 1886 4867
2 5603 4
2 2889 1799
1 372 2754
1 3984 4656
1 4247 9001
1 527 3577
2 1780 6499
2 1690 4809
1 3652 7
2 8168 8861
2 6455 3451
2 4500 1498
2 3762 2840
2 560 1178
1 5710 6210
1 1456 3264
1 425 8416
1 3444 8856
1 4727 4995
2 1512 9882
1 6652 3593
2 8698 5847
2 6779 4047
1 4418 8824
2 498 770
1 9683 1280
1 9358 2521
1 2919 1947
2 6783 8357
2 9877 8904
1 4096 2354
1 828 156
1 8356 3125
1 8644 7641
2 8221 9768
1 4577 2857
1 9833 8951
2 8562 1523
1 2068 7677
2 1244 9288
1 1011 8881
1 569 2174
2 1573 12
1 8510 5974
2 375 6129
1 8307 8952
2 3196 5086
1 9928 4052
2 5329 1455
2 7090 9846
2 1390 9301
1 4633 1478
1 4944 9045
1 7966 9842
2 6622 3597
1 8693 5823
1 1262 1998
1 3633 9017
1 9267 2962
2 4236 640
2 4300 2279
2 8988 9779
1 4058 2893
2 4404 6833
2 9906 2492
1 9652 9080
2 6819 1307
1 8841 3134
1 2369 2750
1 3166 8174
2 7468 5179
2 654 6409
2 4510 4401
1 3278 6483
1 3772 3114
2 3195 5349
1 4867 3797
1 3526 4469
2 1162 7203
1 9549 7295
2 1832 3756
1 5048 5141
1 4362 6610
2 3443 3908
2 3986 6238
2 2415 2929
1 7480 4951
2 4675 8000
2 8459 5878
1 5406 5900
1 4066 7209
2 7369 5739
1 4129 3893
2 5396 275
2 6381 7948
1 5207 7662
2 175 4367
2 2730 6949
1 8421 7034
1 9913 1852
2 3329 6546
1 6694 8087
2 4473 9808
2 5177 1256
2 9315 3016
1 1598 6358
2 255 6850
2 7240 9984
2 1344 9559
1 761 9569
1 1361 3808
1 4040 3392
2 9310 3331
2 6193 8854
2 8641 6756
2 3185 1234
2 7350 41
2 9781 3407
1 638 8926
1 5873 783
1 3590 8114
1 7109 7695
1 6354 35
2 3784 7326
2 8674 1107
1 6624 1517
1 7035 9848
2 2835 4151
2 5586 8816
1 9056 9286
1 3384 9234
2 19 1684
2 553 7214
1 2945 8630
1 4879 5252
2 5347 9695
2 1603 4397
2 7740 8031
2 8348 6863
1 9708 9568
2 5127 3477
2 6783 9882
1 5178 744
1 3970 2334
1 6040 7651
1 4908 1162
1 3103 4884
1 8376 4615
1 9290 7670
2 9377 1151
2 4880 6325
1 2432 4853
2 9166 1904
2 1183 3972
2 6372 8616
2 3706 7079
2 1941 2204
1 7535 3532
2 1520 1066
2 930 1418
2 773 2124
2 6619 5798
2 9322 470
2 6707 6046
1 6283 4804
1 6331 8812
1 7768 6308
1 1824 33
2 3479 4852
1 3609 2942
2 4840 6967
2 6306 9563
1 5847 6258
2 2325 8911
2 5892 5218
1 7230 9943
2 4588 6944
1 5761 4024
1 4878 2642
2 2985 4902
2 9557 3910
1 5703 7929
2 8184 3485
1 184 7558
1 4126 9963
1 1473 2774
2 8622 38
2 6294 2665
2 7027 2761
2 4885 4802
2 3950 7967
1 5817 1007
2 1027 1665
1 4885 3389
1 3520 3091
2 3895 6899
2 4556 4364
2 2188 422
1 7197 6997
1 1651 3830
2 9312 3708
2 225 755
1 1995 6083
2 2699 598
1 7508 4536
2 9218 2781
1 5214 7001
1 435 2460
1 5284 6837
2 2215 905
1 6342 9378
1 8767 1284
1 5850 7790
2 3051 7376
2 1205 8443
2 5164 4787
2 6131 1089
2 1182 7437
2 9990 9014
1 5742 3148
1 8763 9085
1 7004 6400
1 2738 8514
2 8326 6329
1 2689 972
1 8009 2169
2 8134 6353
2 5953 1665
2 1706 3191
2 9926 9152
2 1087 7945
1 3572 95
2 4718 1907
2 7256 3579
1 6890 4178
2 5240 6705
2 386 8343
2 8955 2910
2 9135 9134
1 4796 5976
2 2376 7659
1 5622 9830
2 2159 6083
2 2083 7183
2 5794 8473
2 7323 3402
2 2189 5101
2 3173 2068
2 4698 4601
2 3772 1431
2 7094 6459
2 1663 2385
2 519 9838
1 1062 6095
2 2321 2572
2 7941 3068
1 8657 5291
2 2650 7624
1 2523 9394
1 1728 6911
1 838 7479
1 9393 6204
2 1853 3301
2 9694 459
1 5068 3623
2 8184 2508
1 221 5892
1 1923 9149
1 1824 2056
1 754 2833
1 9316 1726
2 735 1032
1 398 6899
2 6065 1690
1 3762 7705
1 6742 8350
2 2307 8422
1 8968 6135
1 8819 9876
2 1192 6319
2 6138 108
2 1433 1136
1 7863 6333
2 5956 5513
2 734 4307
1 2956 7028
1 1046 891
1 1805 6466
1 5814 540
2 9154 8672
1 9533 7582
2 5012 5333
2 1563 2880
2 8256 2430
1 3322 7619
2 5034 7408
1 8916 5068
2 4157 8226
1 5998 2817
1 1554 9181
1 5716 2439
1 3289 1195
1 4571 3213
2 9102 7338
1 8143 9172
1 6728 7715
2 4612 359
1 67 9858
2 4657 7866
2 9124 6538
2 9933 4183
1 5590 9424
2 4197 2717
2 1090 2797
2 4083 8927
1 4075 5684
2 7693 5996
1 5772 4644
2 5008 4160
1 5827 8177
2 9521 2003
1 2185 7097
2 4170 8474
2 6669 6622
1 2265 4875
2 9356 1168
1 9212 3510
1 9118 7023
2 767 9157
1 2797 2438
1 5436 2903
2 242 8515
2 4663 8564
2 8393 5732
2 2537 3291
2 7203 6392
2 1008 3422
2 3641 785
1 1512 9295
2 8846 2329
2 2544 9196
1 289 8042
1 8579 7745
1 3867 3597
2 5479 5860
1 3728 8063
2 7027 8478
2 5904 4520
2 3271 5613
2 6512 2124
2 5706 2590
1 9477 6654
2 5945 2882
1 6681 5730
1 4993 8168
1 9098 3001
1 9852 7630
1 4610 7306
2 6616 3902
1 9261 5188
2 8428 5707
1 9733 2073
2 4781 9750
2 3489 7527
1 3896 4728
1 2689 1841
1 5601 8042
2 7083 7986
1 4083 2192
1 1746 438
2 8540 4476
1 2567 8861
2 7944 5793
1 1840 5393
2 5903 1625
1 2473 622
1 6109 1487
1 159 187
1 5875 7208
2 298 3681
2 5991 877
1 3752 6401
1 2346 6732
1 5820 8178
1 9078 2358
1 7329 349
1 1209 7020
1 6506 2404
2 9429 7690
2 5460 6302
1 2521 148
1 1245 109
2 6405 3569
2 8487 2551
1 8223 5831
1 2770 417
1 2920 5641
1 9127 1913
2 1376 5958
2 1415 71
1 341 3660
2 9530 9091
2 6530 9224
1 8955 3710
2 8614 9374
1 3881 3700
2 448 5611
1 1584 3098
2 143 6662
1 7452 5616
1 9981 5661
2 8939 5386
1 2196 5585
1 1716 2393
2 1163 7679
1 9732 6365
2 7706 9181
2 6024 2896
2 3688 4076
1 6253 2924
2 4582 4748
2 6345 1263
1 7233 8715
1 6070 4379
2 8359 1095
1 2245 1972
2 6410 5904
2 3894 2311
2 342 1424
2 4280 2181
2 7970 457
2 2305 6730
1 2751 7576
2 5646 5434
2 4314 5698
1 577 5125
1 9417 5744
2 1354 7950
1 5212 1724
1 5545 8798
1 9330 5852
1 1902 6617
2 1852 3692
1 2925 9833
1 656 7767
1 2426 8080
1 8786 2744
2 5272 3343
2 5502 1722
2 6319 8669
1 3917 8435
1 2520 63
1 2707 755
2 970 8752
1 3497 2434
2 9800 6371
2 8277 2583
1 8841 7246
2 6454 8279
2 3710 629
1 8443 3759
2 8296 5685
2 3049 7756
1 1280 4261
1 2345 6612
2 6254 3545
2 2971 2384
2 8063 4200
2 1259 7522
1 6610 55
1 9015 4652
2 7281 6883
1 6762 6678
1 9623 9
2 1627 6867
1 7069 7809
1 6404 1488
1 9537 8052
2 2882 1928
2 5843 6578
2 5417 1304
1 3673 2142
1 1362 3094
1 6508 3536
1 8252 2467
2 4613 573
2 5820 570
1 2283 1719
1 6876 5406
2 7169 3308
2 4382 8349
1 7730 7433
1 8027 5485
2 8109 4547
2 867 4369
2 732 3691
1 3873 8329
2 4709 5809
1 4166 9335
2 3699 1647
1 644 2893
2 6732 6056
1 7112 3667
1 4701 110
1 3894 2986
1 9207 6407
2 9377 2447
2 2236 7117
1 5476 791
1 4354 5309
2 3836 4236
2 4108 7015
2 7572 9760
1 8526 5401
2 8896 9526
1 9252 2730
2 1611 5410
2 9292 4168
2 3907 4655
1 572 2390
1 1333 8847
1 4665 5038
2 7644 4299
2 7054 4204
1 2671 4890
2 9654 9099
2 145 6938
1 6405 520
2 1560 595
2 8135 870
2 8562 9189
1 1417 7202
2 6950 2505
2 6567 4297
1 768 2572
2 70 6728
2 3515 6890
2 1139 6563
1 7222 1978
2 3830 5939
2 9585 6522
1 179 425
1 9467 4204
2 9413 8026
1 2397 1310
1 8637 3768
2 3524 7560
2 255 529
2 4972 7673
2 7395 6154
1 3388 1072
2 7107 5375
2 2045 4475
2 1113 3275
2 2208 8664
2 57 5364
1 3475 637
1 7560 9192
2 285 893
2 1084 1654
2 9251 8096
1 2700 6846
1 2122 3744
2 3538 9870
1 4449 2287
2 1922 872
1 3332 2943
1 7606 5227
1 2481 870
2 1711 5696
2 3449 4380
1 5255 8111
2 9960 4473
2 3318 6097
1 8307 1443
1 5442 185
1 2501 3577
1 7818 5756
2 1077 304
2 7153 9904
2 8605 5074
2 370 6528
1 3351 9093
1 7992 3190
2 6468 7986
1 2315 3307
1 5227 34
1 9684 7888
2 8229 7378
1 2601 5325
1 4552 8061
1 5980 8183
2 3861 5091
1 7150 2020
2 4284 9704
2 1586 8884
1 2917 7486
1 9611 1460
1 1429 2837
1 4587 3021
1 3631 4171
1 1139 4392
2 7408 6709
2 9649 1854
1 7471 3783
1 8754 7388
2 4149 643
1 536 5420
1 9899 4064
2 9652 5299
2 9561 7430
2 362 216
2 4731 3728
1 9723 470
2 4282 7406
2 6504 8709
2 6763 7775
1 79 999
1 9160 8772
1 5760 8186
2 3982 7827
1 3953 5093
1 6252 8107
1 5704 8874
2 320 4479
2 1023 9514
1 8031 1063
1 9509 7682
1 5567 1551
2 1926 4497
2 922 3542
1 9239 6339
2 90 5472
1 1147 7678
2 8770 7866
2 9728 474
1 9091 3224
1 6156 7092
1 575 9706
1 7131 5254
2 1953 8340
2 2223 4344
1 7693 3087
2 3095 3797
1 8736 495
1 4558 74
1 1624 4373
2 3609 7656
1 7811 6705
2 6578 4763
1 1023 5041
2 1417 686
1 6779 8838
2 382 2380
2 8918 1358
2 3763 5797
2 7219 8461
2 4215 9063
2 3882 7786
1 3476 7979
2 7069 4249
1 8148 612
1 9931 6303
2 2225 246
2 1882 6932
2 2132 4172
2 8055 7317
2 7782 7592
1 2706 8072
2 4682 957
2 4942 4667
1 7049 7935
2 6945 5184
1 1872 214
1 372 5629
2 8422 544
1 5706 5389
1 2525 4593
1 5683 8794
1 771 6209
2 4784 1217
2 8614 4904
1 7991 3051
2 9149 2665
2 5114 4138
2 1935 9101
1 6853 1726
1 5993 6632
2 9813 1327
2 1786 1071
2 3811 5668
1 2684 5222
1 1627 7397
2 8342 7998
2 604 9269
2 9738 9321
2 1253 7998
1 911 345
1 3925 9711
1 2626 7812
2 7845 9288
1 6397 9543
2 4078 1166
1 951 5784
2 1503 1293
1 18 3477
2 375 938
2 5505 5393
2 9626 889
1 6500 9194
1 1999 8397
2 3999 5579
1 4336 4175
1 8324 2999
1 2380 975
1 9976 2263
1 8241 3553
1 3283 5103
1 946 5601
2 1016 5078
1 9893 1290
1 5060 2437
2 85 7468
2 8143 4025
1 4457 3894
1 1457 2596
2 757 8985
2 7858 2075
2 7392 7868
1 621 8729
1 4286 4518
1 2376 5069
2 6357 7938
1 4776 6207
1 6473 2334
1 3144 9242
2 4830 2014
1 4152 6153
2 9586 3461
1 3493 4113
2 4047 7554
2 8991 9354
1 5451 3044
1 8094 5164
2 9575 8373
1 6888 3384
2 2706 9316
2 9615 477
1 1337 920
1 3000 3289
1 6443 5617
1 1464 3976
2 3856 1403
1 7265 2422
1 442 9716
2 8772 3669
2 963 8179
2 5121 5728
1 2151 536
2 5635 7466
2 803 1111
2 167 5295
2 9133 4070
1 7592 7901
1 3507 564
1 7426 5329
2 2848 3417
2 4839 4417
2 2110 1878
1 9241 9677
2 746 8279
1 9442 9871
1 9458 9252
2 9756 1014
1 2156 6576
1 274 2748
1 7400 6740
2 506 4269
1 7471 7149
1 8745 7394
1 3515 4119
1 6379 7129
1 8786 8147
1 6338 2429
1 116 1989
1 9966 775
2 3407 9572
1 69 7330
2 9025 9398
2 7881 4221
2 7843 8298
1 2424 7878
2 8553 6669
1 7306 6040
1 5952 8169
1 7902 4017
2 9802 6249
2 6179 6227
1 7985 8225
1 3137 2517
2 3109 3964
1 4626 2407
2 5671 7563
1 3258 4586
2 2078 3943
2 1280 2820
1 4454 3326
2 5459 2401
1 5339 3124
1 3177 2484
1 7078 8631
2 2772 8827
1 4409 6020
1 6517 9806
2 2795 9847
2 4832 7048
2 887 1313
1 3667 9099
2 9916 4616
2 9386 7080
2 131 6318
1 2197 2958
2 5137 4171
2 3829 6695
1 1190 4223
2 2293 567
1 9523 2793
1 6886 5413
1 4568 7605
2 3065 7741
2 8996 4990
2 7225 9687
2 4203 9656
2 445 4956
1 8918 1347
1 9867 9489
2 7840 4166
2 6992 2094
1 775 5953
2 9148 605
1 2095 9865
2 4244 7687
1 3189 5160
2 3173 1052
2 2890 6
1 6649 1162
1 3776 736
1 3145 9956
1 8662 3268
2 4422 9981
2 4209 6558
2 4425 5683
2 9673 4832
1 2453 3543
1 9866 5970
2 2162 1917
2 3692 2193
1 7178 5480
1 5935 8870
1 9807 8141
1 1052 5411
1 7076 2446
1 4801 3691
2 1265 3226
2 1075 4210
1 7756 5445
2 2077 4402
1 1444 4850
2 3754 2043
2 1684 2796
1 1224 2253
1 7548 4502
1 9836 9747
1 9950 3968
2 5121 1860
2 7126 5618
1 7792 3430
1 5497 2267
2 1311 9655
1 6044 9101
1 887 1615
1 4673 5571
1 3475 7332
2 2008 9603
2 4936 5895
2 2183 1660
1 4599 5510
1 1484 8607
1 8730 2851
2 2987 621
2 3293 5373
1 1531 9607
1 6172 339
1 6988 4835
2 2936 9580
1 9439 3617
1 4857 4969
2 4295 9512
2 8412 5855
2 3924 5549
2 437 3530
1 1358 1990
1 5473 4097
1 7276 5265
1 9339 9176
2 1920 1158
2 1288 657
2 9429 7737
2 5718 5294
2 1372 2017
2 8334 963
2 9765 6053
2 281 944
2 7903 3109
2 9870 6232
2 8194 6278
2 1744 9169
1 3439 2446
2 8832 638
2 9816 2940
1 3931 6064
1 744 6657
2 4929 306
1 4972 5511
2 1836 3187
1 5810 9917
2 518 1208
2 8675 4077
1 8563 2880
2 8476 256
2 4672 1256
2 9395 3664
2 1268 6144
1 2015 3058
1 4595 4282
2 3768 2959
2 6528 8198
2 5169 8815
1 2601 911
2 8093 961
2 1411 5596
1 8382 9828
1 8464 7478
1 6544 4151
1 5362 1803
2 1569 5466
1 14 9931
2 3821 4276
1 225 8252
2 7924 7449
2 7226 6178
2 8257 2235
2 6035 6418
2 3782 5435
2 3163 1724
2 9912 457
2 208 606
2 8555 5149
2 4212 7620
1 7915 8783
2 4600 1905
1 3179 8772
2 9286 5512
1 2880 9716
1 9198 4598
2 758 7995
2 7142 538
1 7694 3179
1 5669 5342
1 8291 85
2 3898 6980
1 2087 1316
1 1212 727
1 3826 1668
2 8526 8587
2 8462 3346
2 2621 8009
2 1775 2427
1 2833 2981
2 5009 3903
2 251 1939
2 6218 4962
2 2053 364
2 4793 2802
2 8257 9998
2 3880 6301
2 3035 8258
2 9672 8743
1 2809 9509
1 6863 6572
2 8068 3163
1 971 3158
1 7454 3568
2 4621 20
2 7497 7736
2 3899 5222
1 2257 6374
2 5762 8152
2 2262 312
1 2700 4542
1 4035 5627
2 9878 3752
2 2999 3709
1 5922 6701
1 2092 1693
2 9450 4960
1 3618 3211
1 4158 876
1 105 3688
2 6511 5156
2 8781 3491
1 7330 5741
1 724 3843
1 3966 378
1 9293 4616
2 2715 8832
1 7815 7399
1 4653 1942
2 6038 150
1 3816 4728
1 4148 6240
2 172 2677
2 5933 7748
2 8773 8207
1 5627 8697
2 4827 8286
2 7460 914
1 249 5062
1 5234 9426
2 9725 3030
2 8769 9435
1 3176 1419
2 8432 9435
2 5542 8158
1 1132 4945
1 978 4853
2 9344 9257
1 1832 1898
1 7601 2395
2 8631 882
1 7618 882
1 9217 8382
1 2628 2136
1 5758 8476
1 5254 4334
1 7848 5800
2 9454 1121
1 8520 2698
1 6649 1158
1 54 2836
1 3055 5706
2 7600 5489
1 7162 4506
2 3391 9579
1 7476 1152
1 166 860
1 9014 6792
1 6577 8517
1 32 8596
2 3350 3442
1 5949 6179
2 8928 4367
2 9222 8084
2 2933 1365
2 6460 756
2 6180 453
2 8055 5927
2 1677 7426
1 5744 7091
1 6325 3103
1 1965 2009
2 4471 7506
1 2133 8371
2 468 4785
2 5435 2167
2 5645 451
2 2099 1623
1 1019 136
2 3629 4617
2 6481 9933
2 1804 6182
1 5431 6152
2 8592 466
1 13 204
2 2823 3191
2 6507 2045
1 1163 5596
2 337 4211
1 7875 7080
1 7695 7411
1 3145 683
1 386 491
1 737 5284
1 2197 8644
1 7388 6787
2 9486 4807
1 7770 6854
2 6282 6799
2 3140 8663
2 1849 5187
1 8149 6993
1 3133 2762
2 3669 9029
2 9786 2844
2 7835 1784
2 6631 590
2 1103 3680
1 8182 1393
2 6556 9694
2 4784 4136
2 3993 8028
1 2139 1415
2 7573 5448
2 8537 8049
2 6204 3268
2 2527 6002
2 2307 104
1 4593 9879
1 9286 5449
1 905 8810
2 8253 8939
2 1588 2531
2 3331 3371
2 348 2862
1 9917 2495
2 3439 4027
2 450 3313
2 7602 976
1 1568 952
2 4746 9282
2 7455 608
1 3755 2538
2 4697 9205
1 8352 7501
2 481 2638
2 6312 287
1 2468 1037
2 205 9547
1 1509 4587
2 6183 875
1 510 1787
2 6059 2938
2 9247 7947
2 5852 9268
2 6271 1550
2 2150 876
2 6108 3196
1 8333 1231
2 5191 6296
2 3272 3503
2 779 520
1 6921 3650
2 3889 6494
1 9506 7001
1 8457 8683
1 8790 830
2 1748 2158
1 5416 1239
2 3741 3314
1 9436 2009
2 3586 3616
1 9927 9983
2 9854 2968
2 7066 5961
1 145 664
1 647 7507
1 9850 6078
2 6571 677
2 7568 8521
1 5890 2049
1 1511 2662
2 9950 3468
2 1018 3215
1 1018 6516
1 3155 7295
2 6058 49
1 7884 5300
2 2889 6371
1 4477 373
2 172 7415
1 6455 6300
1 8596 3069
2 6728 9414
2 3446 2830
2 8738 1935
2 1407 1467
1 3757 4547
1 5256 4330
1 6824 6314
2 9514 9219
2 3081 2758
1 9250 8596
2 8122 6727
1 8927 9622
2 8540 5163
2 6768 8528
2 9654 1216
2 2960 2979
2 385 265
1 9278 7628
2 3234 2080
1 5916 4739
2 149 6059
2 9381 5337
2 9723 7164
1 6860 1178
1 3925 2881
1 7845 4278
2 1884 3270
1 4338 9949
2 1486 82
1 8017 1034
1 7048 6091
2 3216 7201
1 7344 1108
2 8361 804
1 5376 9841
1 6567 7903
1 85 6271
2 8473 9029
2 7747 5542
2 361 4873
2 7199 7699
1 3728 5701
2 1431 625
2 9071 7658
2 5015 2977
2 3682 9078
2 9269 8025
2 655 799
1 3697 6312
1 2488 2035
2 4085 8202
1 5227 3799
2 9982 8586
1 3426 6336
2 350 9560
1 2286 6128
1 6976 8405
1 4682 2473
1 7624 7370
1 4606 5615
2 2735 6728
1 1550 3866
2 9909 2745
2 2953 6866
1 7583 9649
1 7802 8802
1 3796 5250
2 8199 8757
1 9776 3534
2 87 301
1 9996 7715
2 237 2592
1 706 9469
1 2595 1451
2 3486 46
2 9467 8675
1 2147 3954
1 9695 6382
1 1706 8271
2 5489 720
1 6224 8548
2 7816 5624
1 7938 1908
2 4393 4194
2 8803 5085
1 2213 5938
2 8631 7420
2 4269 2584
2 571 8810
2 516 9268
1 201 9190
2 2919 2108
2 6993 6438
1 3590 9443
1 5710 7833
1 1674 203
2 3173 5882
1 8700 8113
1 201 9470
1 3868 4690
1 9231 5242
1 7283 8636
1 3113 3505
2 4640 7191
2 1010 9602
2 7271 5021
2 9468 318
1 9301 8644
1 6291 5001
1 8377 2237
2 1502 4836
1 7604 6262
2 1881 5218
2 5287 4556
2 6004 8877
1 588 4831
2 7316 1071
2 3856 7674
2 6240 1257
2 5778 822
1 7562 6803
2 7410 2523
2 6555 6630
1 7825 3900
2 3862 1781
2 6735 1543
1 3705 40
1 2907 444
2 6865 8398
1 3429 8569
2 2362 6091
1 3672 1156
2 547 9261
2 346 4238
1 3026 7526
1 3315 5055
2 2412 1446
1 6724 2531
2 3827 349
2 7168 8951
1 9305 4995
2 5766 1480
2 533 2297
1 6247 2199
2 6875 1835
1 2111 559
1 9478 1349
1 2056 9949
2 4588 6283
1 3436 3292
1 6386 4100
1 5590 5042
1 1478 4414
1 5927 1073
2 7680 6395
2 4618 4596
2 2362 4150
2 6397 9017
2 8100 4085
2 7184 192
1 4480 8312
1 6528 4884
1 3310 6587
1 9371 3586
1 1184 4441
1 1017 4305
1 1250 8117
2 5288 2411
2 4470 2008
2 2865 4629
2 1850 4243
2 6161 966
1 3218 7117
2 9126 2489
1 5903 5316
2 2487 729
1 6026 6266
2 3555 6231
1 1318 8031
2 898 1117
1 8772 1919
1 2669 6294
2 3057 9264
1 1685 8036
2 2305 7158
1 1733 5957
2 1012 3979
1 8969 9757
1 4798 1080
2 3341 8920
2 3606 7553
2 2059 4432
1 8134 6400
1 3433 3140
1 3505 7393
2 3960 9797
1 7268 1414
1 9432 411
1 196 7971
2 342 6486
1 4929 3924
1 4677 9602
2 8215 194
1 7482 4768
1 9909 3564
2 1749 8651
2 1646 2073
1 847 5962
2 4252 8594
1 3037 6857
1 2788 8906
2 2239 5264
2 8104 5301
1 3882 8602
1 8598 2881
2 2031 7428
2 2033 64
2 9972 7642
2 2876 3315
2 6777 8516
2 9209 5684
2 7424 4185
1 6887 3591
2 2021 7209
2 4889 2077
1 4533 5320
1 7283 2867
1 8201 6340
2 2640 7428
2 3194 2628
2 3056 5282
1 211 5430
1 2895 6164
1 8201 429
1 5634 8091
1 7059 9983
1 8253 5189
2 6682 9806
1 7638 429
2 2398 3188
2 8331 6515
1 6733 9213
1 3578 9381
2 498 378
1 5146 1659
2 4843 3462
1 8776 1861
2 533 2317
2 2530 3771
2 1438 1707
1 6374 9485
2 4779 1200
1 9896 337
2 2710 4605
1 276 6075
2 6781 8396
1 6825 8680
2 270 6692
2 9642 9702
2 1608 6110
1 6638 9761
2 5293 5790
2 9998 6497
2 917 5673
1 8969 5736
1 6137 921
1 6606 996
2 5059 9097
1 3584 4652
2 6234 7000
1 1173 5365
1 6064 5385
1 5632 2442
1 9577 63
2 8861 7433
1 6309 148
1 4118 6006
1 2207 9546
1 8887 2507
1 3855 8365
1 6087 5089
2 1691 5790
2 9985 7160
2 9946 4818
1 9308 9580
2 8667 4233
2 9849 4356
2 6263 7717
2 5133 2785
1 123 670
1 3458 9184
1 2191 2445
1 2504 3046
2 8300 2769
2 1708 5755
2 6308 507
2 3923 6622
2 1415 8534
1 638 2334
1 1375 9584
2 3953 2621
1 3263 5960
1 1665 930
1 4256 176
2 2094 1444
1 6587 2697
2 690 9041
2 7903 7028
1 3353 5408
2 172 870
1 3171 8083
1 1413 4878
2 3365 2791
2 4998 9335
2 6001 2980
2 1182 1184
2 1746 5125
1 7292 233
2 3921 3293
1 3109 152
2 2446 7988
2 2068 1257
1 7760 5819
2 1868 2099
1 3204 1705
1 1228 563
1 7413 1124
1 8745 3443
2 8531 2232
2 6484 879
1 1684 350
2 2138 6759
2 14 2878
1 6102 5243
2 2241 6608
2 7640 950
1 2984 9775
2 1783 2322
2 3563 7488
1 4694 9813
2 5604 2427
2 9107 7488
2 2552 625
2 7529 5441
2 7082 9619
1 7830 6968
1 3878 870
2 2843 5165
1 5122 6718
1 4238 5519
2 5709 6270
1 9686 2052
1 3924 9108
2 721 8458
2 4221 679
1 2002 8444
1 2118 9954
1 5151 2909
2 7578 2102
2 4656 7100
2 360 7241
1 6162 2975
1 6680 9972
2 7316 4117
1 6208 1311
2 9486 8658
2 3506 2804
2 6815 2100
1 6344 393
1 9615 2979
1 6579 8578
1 6840 600
2 9646 884
1 2967 2999
1 1539 2782
2 5221 6843
1 9601 94
1 5131 6008
1 8309 7986
1 6880 9389
1 1020 6725
2 4526 1713
1 753 5249
2 3239 9062
1 3056 5147
1 9789 1012
1 233 4927
1 2500 778
2 2854 3966
2 1677 2543
2 9145 3649
1 2818 7047
1 3261 8843
2 5298 7126
1 1904 885
2 4571 1463
1 7206 9330
1 7758 8782
2 8083 4991
2 7625 6323
2 8795 484
1 3284 2676
2 7382 1316
2 1326 5058
2 9705 3085
2 4550 1813
1 2692 7108
2 2875 2692
1 3701 5991
2 9203 4626
2 9788 8415
2 4620 4819
2 9532 3833
2 5867 4823
1 3111 9960
1 1355 873
1 4509 5719
1 7117 8172
2 9683 8716
2 742 6858
2 8192 9095
1 8354 1608
1 547 9309
1 4139 6589
1 6534 3663
2 8024 254
1 1828 3089
1 2086 9205
1 467 8693
1 488 8902
2 2214 715
2 8070 451
2 3469 9303
2 5557 6121
1 7828 954
1 4574 1269
1 8931 1870
1 8609 8567
1 8422 3570
1 4594 3625
2 6234 9072
2 9483 4668
2 6718 801
1 3987 2386
2 6570 3975
2 2955 8530
2 1541 2010
1 3240 7435
2 85 6782
2 2026 1706
1 469 4885
1 573 5769
1 1546 9965
1 2258 3106
1 4305 671
1 5256 7143
2 9263 9767
2 8144 4223
1 5527 2027
1 2065 1310
2 2661 5917
1 3245 8474
2 3855 3637
2 2687 5488
1 7760 3736
1 8204 5403
1 7057 1741
2 2840 4309
2 7101 9193
2 3977 6897
1 515 6506
